m,3m,6m,ytd,y,yy,category
0.02000,1.35000,0.48000,1.35000,6.86000,0.79000,Canadian Neutral Balanced
0.02000,1.35000,0.48000,1.35000,6.86000,0.79000,Canadian Neutral Balanced
0.44000,1.04000,0.34000,1.04000,4.96000,2.29000,Canadian Neutral Balanced
0.44000,1.04000,0.34000,1.04000,4.96000,2.29000,Canadian Neutral Balanced
1.83000,5.63000,3.62000,5.63000,9.59000,6.11000,Global Equity
3.54000,5.19000,1.48000,5.19000,11.06000,8.95000,Global Small/Mid Cap Equity
0.05000,0.14000,0.29000,0.14000,0.62000,0.69000,Canadian Money Market
0.69000,1.76000,1.77000,1.76000,4.38000,-0.04000,Canadian Neutral Balanced
1.43000,1.76000,1.42000,1.76000,5.43000,1.81000,Canadian Neutral Balanced
0.85000,2.15000,1.51000,2.15000,6.48000,2.06000,Canadian Fixed Income Balanced
0.85000,2.15000,1.52000,2.15000,6.49000,2.06000,Canadian Fixed Income Balanced
0.65000,2.93000,2.27000,2.93000,5.57000,2.97000,Canadian Neutral Balanced
0.60000,2.78000,1.93000,2.78000,4.93000,2.36000,Canadian Neutral Balanced
0.60000,2.78000,1.94000,2.78000,4.94000,2.36000,Canadian Neutral Balanced
0.58000,2.72000,1.81000,2.72000,4.68000,2.11000,Canadian Neutral Balanced
1.25000,3.19000,5.20000,3.19000,10.53000,3.38000,Global Equity Balanced
0.91000,2.93000,1.18000,2.93000,6.30000,1.89000,Canadian Fixed Income Balanced
0.45000,1.62000,1.67000,1.62000,7.68000,1.47000,Canadian Equity Balanced
0.99000,3.22000,3.38000,3.22000,9.16000,2.77000,Global Neutral Balanced
0.54000,1.77000,-0.12000,1.77000,4.52000,1.01000,Canadian Fixed Income Balanced
0.54000,1.77000,-0.12000,1.77000,4.52000,1.01000,Canadian Fixed Income Balanced
1.16000,3.53000,3.38000,3.53000,8.90000,2.55000,Global Neutral Balanced
1.37000,3.98000,4.69000,3.98000,11.03000,3.54000,Global Equity Balanced
1.37000,3.98000,4.69000,3.98000,11.02000,3.53000,Global Equity Balanced
0.82000,2.46000,1.72000,2.46000,7.11000,2.07000,Canadian Fixed Income Balanced
0.20000,0.99000,-0.57000,0.99000,2.69000,1.72000,High Yield Fixed Income
0.18000,0.93000,-0.70000,0.93000,2.42000,1.46000,High Yield Fixed Income
0.56000,2.65000,7.23000,2.65000,14.79000,5.86000,Canadian Equity Balanced
0.03000,6.11000,11.82000,6.11000,24.36000,8.38000,U.S. Equity
0.90000,4.95000,10.98000,4.95000,18.74000,6.06000,U.S. Equity
0.86000,3.41000,3.85000,3.41000,11.95000,3.38000,Global Fixed Income Balanced
0.98000,3.17000,2.93000,3.17000,8.27000,1.53000,Global Neutral Balanced
0.78000,2.61000,2.36000,2.61000,7.02000,1.32000,Global Neutral Balanced
1.20000,3.58000,3.59000,3.58000,9.46000,1.89000,Global Equity Balanced
1.02000,3.25000,2.98000,3.25000,7.00000,1.54000,Global Neutral Balanced
2.31000,7.42000,7.10000,7.42000,14.17000,3.73000,Global Equity
1.43000,3.80000,2.78000,3.80000,8.94000,5.86000,Global Neutral Balanced
0.36000,1.29000,-2.43000,1.29000,1.22000,1.29000,Canadian Fixed Income
1.30000,2.46000,7.98000,2.46000,15.59000,7.92000,Canadian Equity
3.46000,5.12000,1.81000,5.12000,11.39000,9.39000,Global Small/Mid Cap Equity
1.75000,2.61000,7.66000,2.61000,20.01000,10.56000,Canadian Small/Mid Cap Equity
0.24000,4.71000,7.59000,4.71000,15.30000,8.62000,U.S. Equity
0.08000,2.92000,10.89000,2.92000,17.85000,8.39000,U.S. Equity
0.26000,1.14000,-2.26000,1.14000,1.80000,0.65000,Canadian Fixed Income
1.58000,3.41000,5.78000,3.41000,8.29000,4.19000,Canadian Equity Balanced
2.00000,5.19000,8.57000,5.19000,16.12000,5.81000,Global Equity
0.02000,0.05000,0.07000,0.05000,0.25000,0.37000,Canadian Money Market
0.59000,1.46000,1.45000,1.46000,6.28000,2.03000,Canadian Fixed Income Balanced
0.90000,2.24000,2.90000,2.24000,8.73000,2.69000,Global Neutral Balanced
0.12000,0.53000,-0.18000,0.53000,1.05000,0.58000,Canadian Short Term Fixed Income
0.80000,2.52000,2.32000,2.52000,8.49000,3.03000,Canadian Neutral Balanced
0.47000,1.64000,0.00000,1.64000,4.60000,1.73000,Canadian Fixed Income Balanced
1.11000,3.12000,4.67000,3.12000,12.43000,4.36000,Global Equity Balanced
0.70000,2.77000,4.13000,2.77000,10.00000,4.29000,Canadian Neutral Balanced
0.49000,2.08000,1.43000,2.08000,6.52000,2.59000,Canadian Fixed Income Balanced
1.08000,2.17000,2.28000,2.17000,6.12000,2.98000,Canadian Neutral Balanced
0.92000,1.90000,1.12000,1.90000,4.77000,2.33000,Canadian Fixed Income Balanced
1.43000,4.15000,3.87000,4.15000,11.07000,4.89000,Global Neutral Balanced
1.45000,1.89000,7.30000,1.89000,17.21000,4.25000,Canadian Equity
1.45000,1.91000,7.46000,1.91000,17.19000,4.86000,Canadian Equity
0.90000,1.76000,-5.47000,1.76000,2.63000,0.91000,Canadian Long Term Fixed Income
1.50000,5.28000,6.81000,5.28000,15.70000,9.72000,Global Equity
4.08000,7.79000,7.93000,7.79000,15.16000,4.37000,International Equity
1.12000,0.50000,5.40000,0.50000,14.55000,3.35000,Canadian Equity Balanced
3.01000,2.20000,4.19000,2.20000,23.50000,7.01000,Canadian Small/Mid Cap Equity
2.58000,8.53000,8.35000,8.53000,20.37000,7.34000,Global Equity
0.39000,3.66000,1.78000,3.66000,4.90000,0.71000,Global Neutral Balanced
0.90000,3.08000,3.57000,3.08000,9.08000,4.39000,Global Neutral Balanced
0.82000,2.83000,3.02000,2.83000,7.96000,3.29000,Global Neutral Balanced
0.91000,3.10000,3.57000,3.10000,9.13000,4.42000,Global Neutral Balanced
0.93000,2.84000,2.02000,2.84000,8.05000,2.38000,Global Neutral Balanced
0.41000,0.92000,-2.87000,0.92000,0.09000,-0.24000,Canadian Fixed Income
1.78000,0.44000,5.69000,0.44000,12.96000,1.97000,Canadian Equity
1.21000,2.29000,7.81000,2.29000,18.61000,5.22000,Canadian Equity
0.61000,2.12000,1.67000,2.12000,6.19000,1.65000,Canadian Fixed Income Balanced
1.10000,5.14000,8.99000,5.14000,16.54000,2.55000,Canadian Fixed Income Balanced
1.08000,4.09000,5.19000,4.09000,13.87000,3.99000,Global Equity Balanced
1.13000,5.35000,7.72000,5.35000,12.61000,3.66000,Global Equity
1.32000,4.01000,3.58000,4.01000,10.86000,3.11000,Global Equity Balanced
-0.35000,2.04000,4.17000,2.04000,14.70000,3.47000,High Yield Fixed Income
2.41000,5.04000,12.34000,5.04000,18.99000,1.73000,International Equity
0.67000,1.84000,0.20000,1.84000,5.06000,1.23000,Canadian Fixed Income Balanced
0.02000,0.04000,0.07000,0.04000,0.13000,0.10000,Canadian Money Market
1.90000,7.03000,11.69000,7.03000,20.34000,2.08000,Preferred Share Fixed Income
0.77000,0.38000,4.60000,0.38000,11.25000,2.38000,Canadian Equity
1.37000,3.56000,2.29000,3.56000,7.82000,4.86000,Global Neutral Balanced
0.31000,1.12000,-2.73000,1.12000,0.57000,0.59000,Canadian Fixed Income
1.18000,2.09000,7.16000,2.09000,13.89000,6.44000,Canadian Equity
1.93000,5.86000,4.37000,5.86000,10.51000,7.34000,Global Equity
3.90000,7.87000,1.92000,7.87000,8.00000,4.98000,International Equity
1.31000,3.55000,2.40000,3.55000,7.95000,4.82000,Global Equity Balanced
1.74000,7.11000,10.40000,7.11000,15.59000,7.78000,U.S. Equity
1.25000,2.76000,5.69000,2.76000,14.34000,6.01000,Canadian Equity Balanced
2.39000,4.29000,8.66000,4.29000,15.28000,2.67000,Canadian Dividend & Income Equity
1.64000,2.47000,8.11000,2.47000,17.45000,6.10000,Canadian Focused Equity
3.78000,7.73000,1.90000,7.73000,10.48000,3.75000,International Equity
1.22000,2.94000,4.60000,2.94000,11.40000,3.59000,Global Equity Balanced
1.39000,3.27000,5.45000,3.27000,12.79000,3.97000,Global Equity Balanced
0.73000,1.04000,2.80000,1.04000,14.76000,3.31000,Canadian Equity
0.41000,2.26000,2.68000,2.26000,7.87000,3.26000,Canadian Neutral Balanced
0.33000,1.60000,0.07000,1.60000,4.20000,1.73000,Canadian Fixed Income Balanced
0.90000,3.30000,5.43000,3.30000,11.93000,4.58000,Global Equity Balanced
1.44000,5.42000,7.77000,5.42000,16.77000,6.78000,Global Equity
1.00000,2.83000,3.58000,2.83000,10.61000,3.80000,Global Neutral Balanced
0.63000,2.03000,1.36000,2.03000,6.45000,2.66000,Canadian Fixed Income Balanced
1.26000,2.62000,3.62000,2.62000,7.86000,4.10000,Canadian Equity Balanced
1.20000,3.36000,4.28000,3.36000,11.88000,4.52000,Global Neutral Balanced
1.02000,2.75000,3.71000,2.75000,10.90000,5.34000,Global Neutral Balanced
1.46000,1.83000,7.06000,1.83000,17.21000,3.50000,Canadian Equity
0.33000,1.35000,-1.82000,1.35000,2.52000,1.52000,Canadian Fixed Income
2.77000,9.70000,7.55000,9.70000,16.02000,9.35000,Global Equity
2.05000,7.20000,8.74000,7.20000,18.71000,7.83000,Global Equity
2.23000,6.76000,7.69000,6.76000,17.88000,7.32000,Global Equity
-0.24000,-4.59000,3.14000,-4.59000,13.25000,-1.15000,Miscellaneous - Undisclosed Holdings
3.59000,5.66000,9.31000,5.66000,19.34000,6.70000,Canadian Dividend & Income Equity
0.39000,3.65000,1.78000,3.65000,4.90000,0.72000,Global Neutral Balanced
0.39000,3.66000,1.79000,3.66000,4.92000,0.75000,Global Neutral Balanced
0.60000,4.07000,2.48000,4.07000,6.22000,1.93000,Global Neutral Balanced
0.41000,3.69000,1.82000,3.69000,5.03000,-0.90000,Global Neutral Balanced
0.64000,1.99000,0.92000,1.99000,5.14000,1.82000,Global Fixed Income Balanced
0.66000,2.62000,3.08000,2.62000,9.84000,3.00000,Global Neutral Balanced
-0.15000,-0.30000,6.19000,-0.30000,21.73000,7.49000,Canadian Focused Equity
1.30000,-0.29000,2.60000,-0.29000,11.58000,1.90000,Canadian Equity
0.59000,1.73000,-0.15000,1.73000,3.23000,0.70000,Canadian Fixed Income Balanced
0.33000,1.62000,-0.47000,1.62000,3.14000,0.86000,Canadian Fixed Income
0.80000,2.81000,6.92000,2.81000,15.74000,3.72000,Global Equity
0.64000,1.10000,-4.99000,1.10000,-2.06000,1.98000,Global Fixed Income
2.11000,9.19000,8.23000,9.19000,15.52000,6.66000,Global Equity
0.97000,3.81000,4.69000,3.81000,13.26000,3.71000,Global Equity Balanced
0.48000,1.25000,-2.55000,1.25000,0.75000,0.28000,Canadian Fixed Income
1.25000,2.03000,-6.61000,2.03000,0.86000,-0.74000,Canadian Long Term Fixed Income
0.76000,2.86000,2.83000,2.86000,8.66000,2.50000,Canadian Fixed Income Balanced
0.89000,3.86000,8.69000,3.86000,18.77000,3.75000,Canadian Neutral Balanced
1.61000,-0.03000,1.54000,-0.03000,14.72000,8.69000,Canadian Small/Mid Cap Equity
0.18000,0.83000,-0.89000,0.83000,0.70000,-0.17000,Canadian Short Term Fixed Income
0.08000,0.17000,0.28000,0.17000,0.74000,0.61000,Canadian Short Term Fixed Income
0.52000,1.57000,1.48000,1.57000,6.17000,2.31000,Canadian Fixed Income Balanced
1.58000,4.29000,6.48000,4.29000,9.31000,0.66000,International Equity
0.10000,0.77000,0.30000,0.77000,0.76000,0.03000,Canadian Short Term Fixed Income
1.44000,7.76000,1.45000,7.76000,7.99000,3.41000,U.S. Equity
-0.10000,0.38000,8.21000,0.38000,21.75000,11.16000,Miscellaneous - Other
0.72000,1.42000,6.03000,1.42000,18.33000,7.52000,Alternative Strategies
1.15000,3.21000,3.84000,3.21000,11.59000,4.88000,Canadian Neutral Balanced
0.36000,1.15000,-2.32000,1.15000,1.46000,1.07000,Canadian Fixed Income
0.89000,1.35000,6.56000,1.35000,19.38000,5.29000,Canadian Equity
1.04000,2.47000,7.76000,2.47000,20.06000,7.00000,Canadian Focused Equity
0.96000,1.63000,6.77000,1.63000,15.34000,5.57000,Canadian Equity
1.42000,2.54000,7.01000,2.54000,18.67000,5.64000,Canadian Equity
0.70000,2.16000,8.03000,2.16000,19.03000,7.83000,Canadian Dividend & Income Equity
0.08000,0.24000,0.47000,0.24000,0.92000,0.95000,Canadian Money Market
2.01000,7.56000,9.10000,7.56000,16.12000,8.77000,Global Equity
1.09000,2.38000,8.42000,2.38000,18.01000,6.63000,Canadian Dividend & Income Equity
1.76000,7.43000,7.87000,7.43000,16.48000,9.41000,Global Equity
-0.06000,2.14000,6.03000,2.14000,19.29000,7.36000,High Yield Fixed Income
0.55000,2.08000,4.30000,2.08000,12.62000,5.35000,Canadian Neutral Balanced
3.20000,6.75000,2.22000,6.75000,8.11000,3.34000,International Equity
0.16000,0.77000,0.34000,0.77000,1.85000,1.75000,Canadian Short Term Fixed Income
0.32000,1.09000,-2.38000,1.09000,1.39000,0.72000,Canadian Fixed Income
0.40000,1.35000,-1.88000,1.35000,2.46000,1.82000,Canadian Fixed Income
0.21000,5.65000,11.64000,5.65000,19.37000,6.74000,U.S. Equity
0.42000,5.34000,11.59000,5.34000,24.72000,5.40000,Alternative Strategies
0.52000,2.06000,1.52000,2.06000,7.29000,1.60000,Global Neutral Balanced
0.42000,1.96000,1.11000,1.96000,6.34000,2.44000,Global Fixed Income Balanced
0.02000,0.78000,0.12000,0.78000,1.45000,0.93000,Canadian Short Term Fixed Income
0.49000,3.22000,5.84000,3.22000,11.45000,2.87000,Canadian Fixed Income Balanced
0.21000,0.86000,-2.55000,0.86000,2.06000,0.58000,Canadian Fixed Income
1.12000,3.30000,5.48000,3.30000,13.70000,2.72000,Global Equity Balanced
1.42000,4.61000,7.48000,4.61000,15.36000,5.52000,Global Equity
1.12000,2.58000,4.84000,2.58000,12.10000,2.52000,Global Equity Balanced
0.98000,2.37000,3.62000,2.37000,9.19000,2.24000,Global Neutral Balanced
0.52000,1.30000,0.18000,1.30000,4.23000,0.84000,Canadian Fixed Income Balanced
1.16000,2.66000,7.90000,2.66000,15.71000,6.01000,Canadian Dividend & Income Equity
0.31000,1.63000,3.93000,1.63000,8.98000,3.53000,Canadian Neutral Balanced
0.91000,2.57000,2.90000,2.57000,9.72000,3.48000,Canadian Neutral Balanced
0.93000,1.66000,7.40000,1.66000,15.50000,5.74000,Canadian Dividend & Income Equity
0.99000,1.84000,7.78000,1.84000,16.27000,6.39000,Canadian Dividend & Income Equity
0.92000,1.35000,6.13000,1.35000,15.57000,4.20000,Canadian Equity
1.37000,2.32000,7.83000,2.32000,17.64000,5.01000,Canadian Dividend & Income Equity
1.44000,2.53000,8.27000,2.53000,18.60000,5.86000,Canadian Dividend & Income Equity
1.27000,2.22000,6.66000,2.22000,17.68000,4.47000,Canadian Equity
0.03000,0.09000,0.18000,0.09000,0.34000,0.32000,Canadian Money Market
0.02000,0.06000,0.11000,0.06000,0.22000,0.20000,Canadian Money Market
3.20000,6.59000,0.38000,6.59000,0.73000,0.75000,European Equity
0.28000,1.30000,0.38000,1.30000,3.48000,0.87000,Canadian Fixed Income
-1.52000,-4.60000,-0.97000,-4.60000,13.02000,1.75000,Canadian Small/Mid Cap Equity
0.01000,0.03000,0.05000,0.03000,0.10000,0.10000,U.S. Money Market
0.52000,1.57000,1.48000,1.57000,6.17000,2.31000,Canadian Fixed Income Balanced
-0.72000,-0.40000,12.70000,-0.40000,18.46000,2.58000,U.S. Equity
1.57000,6.73000,8.19000,6.73000,16.31000,8.67000,U.S. Equity
-0.55000,-0.41000,4.98000,-0.41000,18.04000,3.65000,Miscellaneous - Other
-0.77000,-8.30000,0.01000,-8.30000,14.67000,-4.97000,Miscellaneous - Undisclosed Holdings
1.06000,3.16000,3.52000,3.16000,11.22000,4.70000,Canadian Neutral Balanced
1.20000,3.36000,4.13000,3.36000,12.21000,5.46000,Canadian Neutral Balanced
0.41000,1.30000,-2.03000,1.30000,2.04000,1.66000,Canadian Fixed Income
0.97000,1.60000,7.07000,1.60000,20.58000,6.41000,Canadian Equity
1.11000,2.10000,7.75000,2.10000,17.51000,7.64000,Canadian Equity
1.50000,2.80000,7.53000,2.80000,19.88000,6.78000,Canadian Equity
0.04000,0.10000,0.19000,0.10000,0.38000,0.39000,Canadian Money Market
0.40000,1.28000,-2.10000,1.28000,1.89000,1.58000,Canadian Fixed Income
2.60000,5.51000,5.13000,5.51000,10.33000,1.64000,International Equity
1.17000,2.63000,8.95000,2.63000,19.20000,7.78000,Canadian Dividend & Income Equity
-0.13000,1.93000,5.59000,1.93000,18.30000,6.47000,High Yield Fixed Income
0.46000,1.82000,3.77000,1.82000,11.47000,4.27000,Canadian Neutral Balanced
3.10000,6.45000,1.64000,6.45000,6.86000,2.10000,International Equity
0.11000,0.63000,0.07000,0.63000,1.30000,1.20000,Canadian Short Term Fixed Income
1.44000,2.86000,6.12000,2.86000,22.44000,11.03000,Canadian Small/Mid Cap Equity
0.36000,1.20000,-2.15000,1.20000,1.88000,1.25000,Canadian Fixed Income
0.12000,5.39000,11.08000,5.39000,18.15000,5.59000,U.S. Equity
0.06000,4.45000,12.19000,4.45000,19.56000,10.03000,U.S. Equity
0.60000,2.59000,3.51000,2.59000,10.26000,2.36000,Global Neutral Balanced
0.80000,3.33000,5.73000,3.33000,13.09000,3.39000,Global Equity Balanced
0.96000,3.83000,7.37000,3.83000,15.62000,4.08000,Global Equity
0.62000,2.99000,8.31000,2.99000,17.18000,6.34000,Canadian Dividend & Income Equity
-0.38000,-1.90000,-6.65000,-1.90000,-1.91000,-2.70000,Canadian Inflation Protected Fixed Income
0.48000,2.59000,4.64000,2.59000,10.50000,4.52000,Global Neutral Balanced
1.19000,3.42000,4.31000,3.42000,10.76000,3.94000,Global Equity Balanced
0.45000,2.25000,2.71000,2.25000,7.99000,3.15000,Canadian Fixed Income Balanced
1.23000,2.99000,6.32000,2.99000,15.09000,3.24000,Global Equity
0.52000,1.12000,7.31000,1.12000,15.66000,4.35000,Canadian Dividend & Income Equity
0.38000,0.99000,1.24000,0.99000,5.09000,1.66000,Canadian Fixed Income Balanced
0.71000,1.63000,1.29000,1.63000,5.63000,1.25000,Canadian Fixed Income Balanced
0.84000,2.36000,2.48000,2.36000,8.83000,2.63000,Canadian Neutral Balanced
0.44000,1.30000,-2.13000,1.30000,2.15000,1.04000,Canadian Fixed Income
0.93000,1.66000,7.40000,1.66000,15.50000,5.74000,Canadian Dividend & Income Equity
0.93000,1.65000,7.39000,1.65000,15.47000,5.72000,Canadian Dividend & Income Equity
0.99000,1.57000,6.58000,1.57000,16.54000,5.08000,Canadian Equity
1.37000,2.31000,7.80000,2.31000,17.57000,4.94000,Canadian Dividend & Income Equity
0.16000,0.52000,-3.00000,0.52000,-1.03000,-0.08000,Canadian Fixed Income
0.03000,0.09000,0.18000,0.09000,0.34000,0.32000,Canadian Money Market
0.05000,0.49000,-0.27000,0.49000,0.51000,0.34000,Canadian Short Term Fixed Income
3.50000,10.01000,3.67000,10.01000,15.24000,2.73000,Emerging Markets Equity
0.66000,2.58000,2.87000,2.58000,8.22000,2.74000,Global Neutral Balanced
0.09000,0.26000,-2.81000,0.26000,0.15000,1.01000,Global Fixed Income
0.58000,5.21000,5.25000,5.21000,9.87000,2.75000,Global Equity
0.10000,2.54000,1.50000,2.54000,9.90000,4.71000,High Yield Fixed Income
0.86000,15.36000,-5.49000,15.36000,39.58000,26.00000,Precious Metals Equity
2.61000,6.32000,0.67000,6.32000,4.89000,2.84000,International Equity
1.45000,9.45000,8.66000,9.45000,20.59000,6.62000,U.S. Equity
0.37000,1.94000,4.82000,1.94000,11.06000,4.43000,Canadian Neutral Balanced
0.49000,1.69000,3.19000,1.69000,9.75000,3.43000,Canadian Neutral Balanced
0.68000,2.99000,8.51000,2.99000,17.05000,5.90000,Canadian Focused Equity
0.30000,2.63000,7.09000,2.63000,14.45000,5.58000,Canadian Focused Equity
1.18000,2.50000,4.38000,2.50000,10.54000,2.12000,Canadian Focused Equity
1.11000,-0.79000,8.87000,-0.79000,17.98000,3.76000,U.S. Small/Mid Cap Equity
0.08000,0.22000,0.40000,0.22000,0.70000,0.50000,U.S. Money Market
1.16000,4.40000,6.46000,4.40000,13.95000,4.83000,Global Equity
1.67000,4.81000,6.73000,4.81000,14.25000,4.65000,Global Equity
0.61000,1.92000,1.34000,1.92000,5.72000,2.01000,Canadian Fixed Income Balanced
0.55000,2.10000,1.63000,2.10000,6.37000,2.65000,Global Neutral Balanced
0.41000,1.57000,0.29000,1.57000,4.39000,1.98000,Canadian Fixed Income Balanced
0.60000,2.34000,1.93000,2.34000,7.01000,2.58000,2025 Target Date Portfolio
-0.53000,4.24000,11.81000,4.24000,17.40000,8.94000,U.S. Equity
-0.47000,4.75000,8.63000,4.75000,13.80000,3.77000,U.S. Equity
0.15000,4.72000,11.04000,4.72000,18.72000,10.76000,U.S. Equity
1.09000,3.17000,3.52000,3.17000,9.76000,2.04000,Canadian Equity Balanced
1.45000,1.99000,8.54000,1.99000,17.63000,3.93000,Canadian Focused Equity
1.35000,1.25000,4.01000,1.25000,15.27000,1.71000,Canadian Equity
0.22000,2.15000,0.85000,2.15000,6.24000,2.12000,Canadian Fixed Income
1.96000,5.80000,6.95000,5.80000,12.21000,7.37000,Global Equity
3.23000,7.03000,6.00000,7.03000,10.44000,0.60000,Global Infrastructure Equity
2.89000,4.19000,9.22000,4.19000,16.53000,5.84000,Global Equity
1.00000,1.61000,5.17000,1.61000,13.25000,5.13000,Canadian Dividend & Income Equity
3.25000,6.76000,1.94000,6.76000,12.78000,5.16000,International Equity
-0.30000,-0.41000,-4.83000,-0.41000,-1.19000,-1.87000,Canadian Inflation Protected Fixed Income
1.43000,1.68000,-9.76000,1.68000,0.63000,-0.86000,Miscellaneous - Income and Real Property
1.67000,1.18000,7.27000,1.18000,16.32000,4.27000,Canadian Equity
0.37000,1.29000,-1.42000,1.29000,2.39000,1.77000,Canadian Fixed Income
0.92000,2.63000,3.54000,2.63000,9.35000,3.42000,Global Neutral Balanced
1.00000,2.89000,4.10000,2.89000,10.47000,4.45000,Global Neutral Balanced
3.04000,11.42000,9.56000,11.42000,26.06000,7.33000,Emerging Markets Equity
0.22000,1.04000,-2.16000,1.04000,1.35000,0.54000,Canadian Fixed Income
0.29000,1.23000,-1.79000,1.23000,2.12000,1.25000,Canadian Fixed Income
0.99000,5.50000,10.63000,5.50000,19.57000,9.15000,Global Equity
0.24000,0.50000,1.09000,0.50000,3.04000,1.24000,Global Fixed Income
0.68000,2.20000,1.99000,2.20000,6.59000,3.13000,Global Fixed Income Balanced
0.62000,1.96000,1.46000,1.96000,5.53000,2.10000,Global Fixed Income Balanced
0.04000,0.11000,0.22000,0.11000,0.42000,0.45000,Canadian Money Market
0.68000,4.02000,11.24000,4.02000,20.15000,10.25000,U.S. Equity
0.80000,2.40000,2.01000,2.40000,7.30000,2.35000,Global Neutral Balanced
0.06000,1.16000,5.16000,1.16000,6.94000,4.51000,Retail Venture Capital
0.38000,1.99000,4.01000,1.99000,8.10000,4.31000,Canadian Neutral Balanced
-0.11000,1.21000,-1.36000,1.21000,3.63000,1.63000,Global Fixed Income
-0.28000,-8.93000,-6.11000,-8.93000,14.63000,-1.00000,Energy Equity
0.10000,2.53000,1.48000,2.53000,9.85000,4.66000,High Yield Fixed Income
0.94000,14.86000,-5.09000,14.86000,40.78000,27.10000,Precious Metals Equity
-0.22000,1.84000,2.40000,1.84000,10.36000,4.77000,High Yield Fixed Income
2.55000,4.75000,12.65000,4.75000,18.97000,1.82000,International Equity
0.31000,1.81000,3.03000,1.81000,8.72000,3.65000,Canadian Fixed Income Balanced
0.23000,1.48000,1.71000,1.48000,6.69000,2.79000,Canadian Fixed Income Balanced
0.52000,1.77000,3.36000,1.77000,10.10000,3.76000,Canadian Neutral Balanced
0.31000,2.65000,7.11000,2.65000,14.50000,5.63000,Canadian Focused Equity
1.91000,2.75000,2.49000,2.75000,10.40000,6.61000,Canadian Small/Mid Cap Equity
2.08000,7.16000,5.16000,7.16000,7.69000,3.62000,International Equity
-0.90000,2.33000,10.48000,2.33000,12.84000,1.28000,U.S. Equity
0.05000,0.15000,0.30000,0.15000,0.59000,0.57000,Canadian Money Market
0.75000,3.05000,3.27000,3.05000,9.35000,3.43000,Global Neutral Balanced
0.87000,2.82000,3.63000,2.82000,9.33000,3.17000,Global Neutral Balanced
1.21000,3.81000,4.88000,3.81000,11.49000,3.88000,Global Equity Balanced
0.93000,3.66000,4.53000,3.66000,11.16000,3.94000,Global Equity Balanced
0.23000,1.04000,-0.52000,1.04000,2.81000,1.07000,Short Term Target Date Portfolio
-0.52000,4.26000,11.83000,4.26000,17.45000,8.97000,U.S. Equity
-0.34000,3.75000,10.11000,3.75000,16.53000,6.33000,U.S. Equity
-0.03000,5.60000,9.48000,5.60000,15.86000,7.83000,U.S. Equity
-0.33000,2.98000,3.70000,2.98000,7.59000,3.73000,Global Neutral Balanced
0.22000,1.43000,-1.88000,1.43000,2.54000,0.67000,Canadian Fixed Income
1.43000,1.64000,6.16000,1.64000,12.56000,4.34000,Canadian Dividend & Income Equity
1.50000,-2.03000,-1.21000,-2.03000,12.71000,1.10000,Canadian Small/Mid Cap Equity
1.63000,3.80000,0.23000,3.80000,2.49000,2.38000,Global Fixed Income
-0.34000,8.16000,4.75000,8.16000,11.07000,2.24000,Sector Equity
3.82000,8.18000,5.31000,8.18000,10.96000,3.06000,Global Infrastructure Equity
-1.91000,0.57000,-3.03000,0.57000,2.26000,2.27000,Real Estate Equity
-0.32000,2.13000,3.27000,2.13000,14.59000,4.02000,High Yield Fixed Income
1.11000,2.61000,2.06000,2.61000,7.59000,2.67000,Canadian Fixed Income Balanced
1.18000,26.11000,1.89000,26.11000,44.69000,33.81000,Canadian Equity
2.52000,3.28000,10.61000,3.28000,19.70000,8.96000,Canadian Dividend & Income Equity
1.88000,1.81000,8.62000,1.81000,19.27000,6.92000,Canadian Equity
0.92000,2.63000,3.54000,2.63000,9.35000,3.41000,Global Neutral Balanced
0.91000,2.61000,3.53000,2.61000,9.27000,3.31000,Global Neutral Balanced
1.01000,2.91000,4.11000,2.91000,10.57000,4.57000,Global Neutral Balanced
0.21000,0.81000,-2.24000,0.81000,0.64000,0.05000,Canadian Fixed Income
0.22000,1.04000,-2.16000,1.04000,1.34000,0.54000,Canadian Fixed Income
0.34000,1.38000,-1.49000,1.38000,2.74000,1.92000,Canadian Fixed Income
0.17000,0.30000,0.68000,0.30000,2.20000,0.41000,Global Fixed Income
0.58000,1.91000,1.42000,1.91000,5.41000,1.98000,Global Fixed Income Balanced
0.68000,2.20000,2.00000,2.20000,6.60000,3.14000,Global Fixed Income Balanced
0.72000,2.24000,1.99000,2.24000,6.67000,3.22000,Global Fixed Income Balanced
3.22000,6.63000,9.04000,6.63000,15.04000,4.78000,International Equity
0.93000,2.74000,2.92000,2.74000,8.73000,2.80000,Global Neutral Balanced
1.22000,3.44000,5.03000,3.44000,11.88000,3.95000,Global Equity Balanced
0.70000,2.95000,4.23000,2.95000,10.60000,3.45000,Tactical Balanced
1.18000,3.27000,9.68000,3.27000,14.62000,8.25000,Canadian Focused Equity
0.34000,1.06000,-2.59000,1.06000,0.78000,0.34000,Canadian Fixed Income
-0.17000,-0.10000,4.77000,-0.10000,6.56000,-0.51000,Canadian Focused Equity
1.25000,2.17000,6.54000,2.17000,17.42000,4.22000,Canadian Equity
1.27000,0.72000,3.78000,0.72000,12.72000,3.23000,Canadian Equity Balanced
1.43000,7.20000,10.63000,7.20000,16.89000,5.43000,Global Equity
0.77000,3.34000,3.81000,3.34000,7.80000,3.02000,Global Neutral Balanced
0.54000,2.10000,1.86000,2.10000,5.56000,2.23000,Canadian Fixed Income Balanced
